,Median Label 0,Median Label 1,P-value
KSE,0.0,0.0,0.04502458084275077
KSQ,0.0,0.0,0.004653546720909981
KSS,0.0,0.0,0.040295587682592365
KTC,0.0,0.0,3.2434645923668036e-06
KTQ,0.0,0.0,0.0005254467620660931
KTY,0.0,0.0,0.007417680546544824
KVH,0.0,0.0,0.019511072181401697
KVQ,0.0,0.0,0.03909293351682168
KVR,0.0,0.0,4.48034195441965e-07
KVT,0.0,0.0,0.004957652560043709
KVY,0.0,0.0,0.0002493072835790921
KWC,0.0,0.0,0.0005666822855879783
KWR,0.0,0.0,0.04546131025654111
KWS,0.0,0.0,0.04546131201345885
KYS,0.0,0.0,0.04508260807007047
LAA,0.0,0.0,3.689725573513029e-05
LAF,0.0,0.0,8.480340443064398e-05
LAG,0.0,0.0,0.03468673212087761
LAI,0.0,0.0,7.766439742111336e-06
LAK,0.0,0.0,0.014557633777893922
LAL,0.0,0.0,1.5991649979811588e-06
LAN,0.0,0.0,0.0019672632159204026
LAQ,0.0,0.0,0.03835883480101994
LAS,0.0,0.0,0.03134886532409874
LAV,0.0,0.0,0.0012017239331882344
LAY,0.0,0.0,0.0015897466581082306
LCC,0.0,0.0,2.149986576008338e-15
LCD,0.0,0.0,0.0006641291145108518
LCF,0.0,0.0,0.02005938934833153
LCG,0.0,0.0,0.0007533459233363811
LCK,0.0,0.0,0.0017158278044250384
LCN,0.0,0.0,0.0488526917593884
LCP,0.0,0.0,0.025008006481718126
LCY,0.0,0.0,0.004439977079844442
LDF,0.0,0.0,0.0026466537294847327
LDI,0.0,0.0,0.014122311692952604
LDL,0.0,0.0,0.01413970845513863
LDV,0.0,0.0,0.01832106014364485
LEA,0.0,0.0,0.005900742337125015
LEC,0.0,0.0,0.00040350362270951193
LEG,0.0,0.0,0.040560770769131595
LEK,0.0,0.0,0.03902953161159914
LEL,0.0,0.0,0.009156784399423768
LEQ,0.0,0.0,0.007421956511050072
LES,0.0,0.0,0.006933502499390952
LEV,0.0,0.0,1.5519558836137218e-05
LFA,0.0,0.0,0.010378583008077282
LFC,0.0,0.0,0.018132858934800926
LFF,0.0,0.0,0.005974341006151466
LFI,0.0,0.0,5.53463490242718e-06
LFL,0.0,0.0,2.9368863923432268e-05
LFN,0.0,0.0,0.011479328356557612
LFP,0.0,0.0,0.004477823239347749
LFV,0.0,0.0,1.9796144835186526e-07
LGC,0.0,0.0,0.023409730624762707
LGD,0.0,0.0,0.04909730936755653
LGF,0.0,0.0,0.023225538911172895
LGI,0.0,0.0,0.03847003297735341
LGK,0.0,0.0,0.01430130385007281
LGL,0.0,0.0,0.0010542572434795248
LGM,0.0,0.0,0.04907007900931529
LGR,0.0,0.0,0.0419244224491145
LGV,0.0,0.0,0.024262630482846395
LGY,0.0,0.0,0.01987571043156332
LHG,0.0,0.0,0.007480996922015325
LHK,0.0,0.0,0.011374961701585286
LHT,0.0,0.0,0.01953619782619553
LHV,0.0,0.0,0.0026817199455771777
LIC,0.0,0.0,0.001032580031954572
LIE,0.0,0.0,0.000654247276744105
LIF,0.0,0.0,0.00015749013179223195
LII,0.0,0.0,0.0022089696103387434
LIL,0.0,0.0,5.72332291901231e-06
LIT,0.0,0.0,0.03912379043288216
LIV,0.0,0.0,9.931418997659498e-05
LKC,0.0,0.0,0.004470109336431278
LKD,0.0,0.0,0.023114081014267453
LKE,0.0,0.0,0.0076457258457286814
LKH,0.0,0.0,0.012484200543075141
LKR,0.0,0.0,0.004569538567214643
LKS,0.0,0.0,0.03912969797532763
LLA,0.0,0.0,0.00016330645453416936
LLC,0.0,0.0,0.022670932156165623
LLD,0.0,0.0,0.006043632534938714
LLF,0.0,0.0,3.865372191057981e-05
LLI,0.0,0.0,2.5458926141289357e-05
LLL,0.0,0.0,6.307672053022321e-06
LLS,0.0,0.0,0.0010068132080429371
LLT,0.0,0.0,0.011176086309115832
LLV,0.0,0.0,1.8060299971299933e-09
LMT,0.0,0.0,0.004653546553255871
LNC,0.0,0.0,0.002248670891083145
LND,0.0,0.0,0.03884952991364768
LNL,0.0,0.0,0.0034400217466240414
LNR,0.0,0.0,0.007286858079667782
LNS,0.0,0.0,0.0026628732386621175
LPC,0.0,0.0,6.0608591611791653e-05
LPG,0.0,0.0,0.0382001586949657
LPI,0.0,0.0,0.03488201384443476
LPR,0.0,0.0,0.04061141103461152
LQD,0.0,0.0,0.028727844203376228
LQG,0.0,0.0,0.007424095253154019
LQL,0.0,0.0,0.0015864052191198724
LQQ,0.0,0.0,0.011541812820595528
LQT,0.0,0.0,0.0026790623851975274
LQY,0.0,0.0,0.00760309110945214
LRA,0.0,0.0,0.028331086443786395
LRC,0.0,0.0,0.03948491488281787
LRF,0.0,0.0,0.018254651374466323
LRL,0.0,0.0,0.01893037596616726
LRV,0.0,0.0,0.04923364898130758
LSC,0.0,0.0,0.001138416846393737
LSD,0.0,0.0,0.02897169044514317
LSE,0.0,0.0,0.02730814675859439
LSI,0.0,0.0,0.0006250136734530919
LSL,0.0,0.0,7.851936660609966e-07
LSM,0.0,0.0,0.011634733467003083
LST,0.0,0.0,0.014326807685201328
LTA,0.0,0.0,0.024559312359149887
LTC,0.0,0.0,0.0004023134603596696
LTE,0.0,0.0,0.0017177197796886695
LTI,0.0,0.0,0.021579456928721243
LTL,0.0,0.0,2.245698486146831e-05
LTP,0.0,0.0,0.01139558545394347
LTR,0.0,0.0,0.006317320011891634
LVA,0.0,0.0,0.0016422028833213685
LVC,0.0,0.0,0.0002360995861860942
LVD,0.0,0.0,0.003828788806681121
LVF,0.0,0.0,1.9630343662486453e-06
LVG,0.0,0.0,0.0028204922451108808
LVI,0.0,0.0,0.0007562311720449864
LVK,0.0,0.0,0.032505744455498045
LVL,0.0,0.0,5.699090300463526e-06
LVN,0.0,0.0,0.010231971336935076
LVP,0.0,0.0,0.009945612203370105
LVR,0.0,0.0,0.049996962022261206
LVV,0.0,0.0,1.3493377631623252e-05
LVY,0.0,0.0,0.0004558136618164024
LWC,0.0,0.0,0.0009506881348832185
LWI,0.0,0.0,0.019498522373287915
LYE,0.0,0.0,0.033739537982749125
LYH,0.0,0.0,0.03386803566333181
LYI,0.0,0.0,7.473751388172651e-06
LYK,0.0,0.0,0.03838982699301222
LYL,0.0,0.0,0.011482038545012488
LYS,0.0,0.0,0.032236309020359746
LYV,0.0,0.0,0.0026758846742732725
MAF,0.0,0.0,0.034644918764217325
MAI,0.0,0.0,0.006595710938299557
MAN,0.0,0.0,0.03380373461339531
MAS,0.0,0.0,0.0016022139104152106
MAT,0.0,0.0,0.011563616147478615
MAV,0.0,0.0,0.01245600756497798
MCC,0.0,0.0,0.00015854953324584761
MCG,0.0,0.0,0.0007786666119143972
MCH,0.0,0.0,0.004653546720909981
MCK,0.0,0.0,0.03372884796271851
MCN,0.0,0.0,0.011345375669726052
MCP,0.0,0.0,0.0007789294885518575
MCS,0.0,0.0,0.002258454017642033
MCT,0.0,0.0,0.0038647852685143335
MCV,0.0,0.0,0.007454095601118633
MDA,0.0,0.0,0.025305067516582378
MDE,0.0,0.0,0.025305068469293014
MDF,0.0,0.0,0.011367558980011346
MDG,0.0,0.0,0.008119799436438865
MDI,0.0,0.0,0.020846294771327677
MDQ,0.0,0.0,0.04546131025654111
MDS,0.0,0.0,0.006600050815523443
MDW,0.0,0.0,0.04546131201345885
MEA,0.0,0.0,0.03378232269096974
MEI,0.0,0.0,0.004653546553255871
MES,0.0,0.0,0.011337983640241791
MET,0.0,0.0,0.00045798352861988243
MEV,0.0,0.0,0.00010541149802176136
MFL,0.0,0.0,0.025305068469293014
MFV,0.0,0.0,0.025305068469293014
MGV,0.0,0.0,0.014267878743686537
MHA,0.0,0.0,0.04546131201345885
MHL,0.0,0.0,0.008119799140647099
MIE,0.0,0.0,0.011367558712615296
MIN,0.0,0.0,0.006626142595588223
MIT,0.0,0.0,0.002258453959968451
MKD,0.0,0.0,0.004653546720909981
MKF,0.0,0.0,0.014267878743686537
MKI,0.0,0.0,0.016131961609328335
MKL,0.0,0.0,0.0027777421174119453
MKV,0.0,0.0,3.2964544109369066e-11
MLA,0.0,0.0,0.012326264682557155
MLF,0.0,0.0,0.012364054875231846
MLI,0.0,0.0,0.008119799140647099
MLN,0.0,0.0,0.019561348636221162
MLT,0.0,0.0,0.03480380501603432
MLY,0.0,0.0,0.008119799436438865
MND,0.0,0.0,0.04546131201345885
MNE,0.0,0.0,0.014267878743686537
MNI,0.0,0.0,0.025305068469293014
MPA,0.0,0.0,0.025305068469293014
MPC,0.0,0.0,0.001552257409816514
MQA,0.0,0.0,0.033782324140889615
MQV,0.0,0.0,0.004653546720909981
MRL,0.0,0.0,0.04555885374517557
MRQ,0.0,0.0,0.008119799140647099
MRS,0.0,0.0,0.008119799436438865
MSC,0.0,0.0,0.01949852281424419
MSD,0.0,0.0,0.000652773541510653
MSF,0.0,0.0,0.04546131201345885
MSI,0.0,0.0,0.03456105025499277
MSQ,0.0,0.0,0.004653546720909981
MSV,0.0,0.0,0.033718162287338704
MTA,0.0,0.0,0.033825155962472334
MTC,0.0,0.0,0.0015522576299213167
MTK,0.0,0.0,0.045286197523217116
MTT,0.0,0.0,0.004653546553255871
MVA,0.0,0.0,0.006615260614320754
MVE,0.0,0.0,0.0015916587232922576
MVI,0.0,0.0,0.007510097850595664
MVS,0.0,0.0,0.034607621600208464
MVV,0.0,0.0,0.028798243160581348
MVY,0.0,0.0,0.025305068469293014
MWC,0.0,0.0,0.025305068469293014
MWF,0.0,0.0,0.0253050637057267
MWV,0.0,0.0,0.04546131201345885
MYL,0.0,0.0,0.04546131201345885
MYV,0.0,0.0,0.025305067516582378
NAA,0.0,0.0,4.242917593791168e-06
NAC,0.0,0.0,0.0026711245661858183
NAE,0.0,0.0,0.016145896666220787
NAK,0.0,0.0,0.0287598272325125
NCC,0.0,0.0,9.9175609113059e-22
NCF,0.0,0.0,0.014267878216512632
NCI,0.0,0.0,0.03481317631169088
NCN,0.0,0.0,0.006595710938299557
NCR,0.0,0.0,0.001727020590351945
NCV,0.0,0.0,0.009216886514099975
NCY,0.0,0.0,0.018415816566967586
NDC,0.0,0.0,2.1466071565035637e-05
NDK,0.0,0.0,0.003470073199052364
NEC,0.0,0.0,0.0006552192539502549
NEH,0.0,0.0,0.03476636771374782
NFC,0.0,0.0,0.0009527120355407844
NFE,0.0,0.0,0.0004589164241630453
NFK,0.0,0.0,0.02080029089249303
NFL,0.0,0.0,0.03706446088800468
NFS,0.0,0.0,0.012316833091992063
NGC,0.0,0.0,8.875065762561013e-06
NGR,0.0,0.0,0.036896431654887867
NHC,0.0,0.0,0.025305068469293014
NID,0.0,0.0,0.020811792740025932
NIE,0.0,0.0,0.03376092526563698
NIG,0.0,0.0,0.03987211683519429
NII,0.0,0.0,0.045286196644995544
NIK,0.0,0.0,0.03250947144673448
NIP,0.0,0.0,0.007475591039689409
NIT,0.0,0.0,0.014267878743686537
NKC,0.0,0.0,3.620047184308291e-05
NKI,0.0,0.0,0.025196930825549118
NKV,0.0,0.0,0.018391197014859126
NLC,0.0,0.0,0.010429371143036437
NLI,0.0,0.0,0.040879967261957015
NMK,0.0,0.0,0.04546131201345885
NND,0.0,0.0,0.03386803203242043
NNP,0.0,0.0,0.00021951272203619531
NPA,0.0,0.0,0.0002181128970867797
NPD,0.0,0.0,0.00515936102117948
NPK,0.0,0.0,0.047459817553647594
NPN,0.0,0.0,0.0328577619719643
NPP,0.0,0.0,0.0052676166432258096
NPR,0.0,0.0,0.018424270787771275
NQA,0.0,0.0,0.034635590987827584
NQI,0.0,0.0,0.025305067516582378
NQL,0.0,0.0,0.00030695695224707497
NQM,0.0,0.0,0.04546131025654111
NRC,0.0,0.0,7.200164638978762e-05
NRE,0.0,0.0,0.007155860636876117
NRL,0.0,0.0,0.01223223569704912
NRM,0.0,0.0,0.03380373461339531
NRS,0.0,0.0,0.006587038721160957
NRT,0.0,0.0,0.006608737470758841
NSC,0.0,0.0,5.442038199325478e-06
NSD,0.0,0.0,0.01631394090872065
NSL,0.0,0.0,0.010363307751988085
NTC,0.0,0.0,2.146607451816017e-05
NTF,0.0,0.0,0.01227603599186692
NTK,0.0,0.0,0.00280505930976374
NTQ,0.0,0.0,0.025305068469293014
NTY,0.0,0.0,0.014267878743686537
NVC,0.0,0.0,0.004213965731757304
NVI,0.0,0.0,0.007194065768918031
NVT,0.0,0.0,0.019523632576444957
NVW,0.0,0.0,0.014267878216512632
NWC,0.0,0.0,0.008119799436438865
NWI,0.0,0.0,0.014267877689336262
NWQ,0.0,0.0,0.014267873471930682
NWS,0.0,0.0,0.025305068469293014
NYC,0.0,0.0,0.018302095123731193
NYI,0.0,0.0,0.006613085697331628
NYK,0.0,0.0,0.014267878216512632
NYN,0.0,0.0,0.03382515378576182
NYT,0.0,0.0,0.002259962370721443
PAC,0.0,0.0,1.9003951918716743e-17
PAI,0.0,0.0,0.02362362008210881
PAM,0.0,0.0,0.011367558980011346
PAT,0.0,0.0,0.02759734669112548
PAV,0.0,0.0,0.030476150063057757
PAW,0.0,0.0,0.02530506465843726
PCA,0.0,0.0,3.2092309345833943e-06
PCC,0.0,0.0,6.436314286790496e-35
PCD,0.0,0.0,0.012294849663141
PCE,0.0,0.0,0.0022501736017202048
PCF,0.0,0.0,0.008889802262884196
PCI,0.0,0.0,0.005923783942123148
PCK,0.0,0.0,5.243815956040016e-07
PCN,0.0,0.0,0.0017238810479092764
PCP,0.0,0.0,3.273546379946753e-05
PCQ,0.0,0.0,0.019586529052654178
PCR,0.0,0.0,5.157815356833454e-09
PCS,0.0,0.0,0.0001573259178103473
PCT,0.0,0.0,0.00194189527714678
PCV,0.0,0.0,0.002655287646357664
PCY,0.0,0.0,0.019498522373287915
PDA,0.0,0.0,0.0009590990001613583
PDC,0.0,0.0,0.00302202488914073
PDR,0.0,0.0,0.012424359467702092
PDW,0.0,0.0,0.01246657381359122
PEC,0.0,0.0,0.0015902245587175211
PEF,0.0,0.0,0.007443368821643748
PEK,0.0,0.0,0.0015954896376327871
PES,0.0,0.0,0.048825581646623276
PFC,0.0,0.0,0.0021917785260377187
PFD,0.0,0.0,0.006617436013609993
PFE,0.0,0.0,0.014267876634983603
PFS,0.0,0.0,0.01154998578778424
PGC,0.0,0.0,0.0007500105903991298
PGL,0.0,0.0,0.0027594064475373278
PGT,0.0,0.0,0.03539311006597492
PHC,0.0,0.0,0.008119799140647099
PIC,0.0,0.0,0.033868722535899946
PIH,0.0,0.0,0.04546131201345885
PIQ,0.0,0.0,0.014267878216512632
PIW,0.0,0.0,0.011382369505514741
PKC,0.0,0.0,0.014055793274636717
PKH,0.0,0.0,0.0038389694828628224
PKW,0.0,0.0,0.014267878743686537
PLC,0.0,0.0,0.04904285851073456
PLN,0.0,0.0,0.02078879424012827
PLQ,0.0,0.0,0.008119799140647099
PLV,0.0,0.0,8.263473671190952e-05
PLW,0.0,0.0,0.0005719211153256145
PMC,0.0,0.0,0.0026490124605226158
PNA,0.0,0.0,0.00447709588344639
PNL,0.0,0.0,0.03842085078947238
PPC,0.0,0.0,5.050890665411742e-19
PPG,0.0,0.0,0.0001468956470105264
PQC,0.0,0.0,0.0005665088134004026
PQD,0.0,0.0,0.008119799436438865
PRC,0.0,0.0,0.001908541818251282
PRG,0.0,0.0,0.03279471094778153
PRI,0.0,0.0,0.0002475130140011901
PRL,0.0,0.0,0.0021479326837092615
PRN,0.0,0.0,0.007563512184132011
PRT,0.0,0.0,0.03386803493714886
PRV,0.0,0.0,0.013852198628899623
PSC,0.0,0.0,3.007538894403273e-08
PSI,0.0,0.0,0.004628485059273467
PSV,0.0,0.0,0.027556344498629422
PTC,0.0,0.0,9.368071037840117e-05
PTG,0.0,0.0,0.03835883480101994
PTY,0.0,0.0,0.008119799140647099
PVC,0.0,0.0,2.4718083640304653e-05
PVN,0.0,0.0,0.02074285989284724
PVT,0.0,0.0,0.00664832739607144
PVV,0.0,0.0,0.04896128534727887
PWC,0.0,0.0,2.1878244104545e-08
PYA,0.0,0.0,0.025305068469293014
PYC,0.0,0.0,0.0140356046413621
QAV,0.0,0.0,0.007417680684670409
QCC,0.0,0.0,9.585695043036656e-19
QCL,0.0,0.0,0.0027953177802318464
QCM,0.0,0.0,0.014267878216512632
QDF,0.0,0.0,0.0007763040762260942
QDG,0.0,0.0,0.03227521283946222
QDI,0.0,0.0,0.033803731712336374
QDP,0.0,0.0,0.025305068469293014
QEC,0.0,0.0,0.0004033953836468809
QEI,0.0,0.0,0.01957393597085938
QEQ,0.0,0.0,0.0026817199455771777
QFC,0.0,0.0,0.0013178807341734644
QFI,0.0,0.0,0.03474766008234195
QGA,0.0,0.0,0.004456906655422558
QGC,0.0,0.0,1.097085169819657e-05
QGI,0.0,0.0,0.012323119753017826
QGL,0.0,0.0,0.018303565480789378
QGW,0.0,0.0,0.004653546888564082
QHC,0.0,0.0,0.004653546720909981
QHD,0.0,0.0,0.04546131025654111
QHW,0.0,0.0,0.02530506465843726
QIC,0.0,0.0,2.1466075256442287e-05
QID,0.0,0.0,0.019511072622560428
QIF,0.0,0.0,0.020904015271115385
QIK,0.0,0.0,0.03237654649331129
QIR,0.0,0.0,0.011363859089676503
QIS,0.0,0.0,0.004446481426805383
QIY,0.0,0.0,0.04546131201345885
QKL,0.0,0.0,0.007454095323820178
QKM,0.0,0.0,0.04546131201345885
QKQ,0.0,0.0,0.011536366267209757
QKT,0.0,0.0,0.0195739355286872
QLA,0.0,0.0,0.0015964489818098616
QLD,0.0,0.0,0.0015849753802575086
QLI,0.0,0.0,0.01637382606869813
QLK,0.0,0.0,0.01995992145629591
QLL,0.0,0.0,0.03406088043630945
QLN,0.0,0.0,0.0004592277708474206
QLP,0.0,0.0,0.011400970999938786
QLT,0.0,0.0,0.0038443358002474438
QLV,0.0,0.0,0.0015897467242213645
QMN,0.0,0.0,0.04546131201345885
QMQ,0.0,0.0,0.04546131201345885
QNC,0.0,0.0,0.0006470739604008917
QNH,0.0,0.0,0.04546131201345885
QNI,0.0,0.0,0.04546131025654111
QPC,0.0,0.0,0.00030695692010725546
QPI,0.0,0.0,0.019548769697919778
QPQ,0.0,0.0,0.025305068469293014
QPV,0.0,0.0,0.020685567178204873
QQC,0.0,0.0,0.012269769907047205
QQI,0.0,0.0,0.025305068469293014
QQL,0.0,0.0,0.03243122420295645
QQY,0.0,0.0,0.04546130498576349
QRC,0.0,0.0,8.452870988692283e-05
QRE,0.0,0.0,0.019586529052654178
QRM,0.0,0.0,0.04546131201345885
QRP,0.0,0.0,0.004653546720909981
QRQ,0.0,0.0,2.335442554285183e-05
QRR,0.0,0.0,0.0026505867275265116
QRS,0.0,0.0,0.0038673488227773025
QSC,0.0,0.0,0.007239451986931671
QSG,0.0,0.0,0.018285299630373137
QSI,0.0,0.0,0.01949852281424419
QSK,0.0,0.0,0.007460538543611104
QSN,0.0,0.0,0.0195865277255311
QSY,0.0,0.0,0.008119799436438865
QTA,0.0,0.0,0.032290783776397596
QTK,0.0,0.0,0.011341681923316391
QTL,0.0,0.0,0.00446866131393405
QTN,0.0,0.0,0.020811792740025932
QVA,0.0,0.0,0.0015959686961686313
QVG,0.0,0.0,0.034588987490825014
QVI,0.0,0.0,0.0002702766139483087
QVL,0.0,0.0,0.0074755914565616186
QVN,0.0,0.0,0.019536197384631585
QVS,0.0,0.0,0.006591373146348331
QWC,0.0,0.0,0.0038519926581897217
QWI,0.0,0.0,0.04546131201345885
QWL,0.0,0.0,0.025305068469293014
QYC,0.0,0.0,0.034672913358018906
QYF,0.0,0.0,0.025305068469293014
QYK,0.0,0.0,0.020783046606414227
QYL,0.0,0.0,0.03380373461339531
QYQ,0.0,0.0,0.04546131201345885
QYR,0.0,0.0,0.012456007785317283
RAC,0.0,0.0,0.012291713253989414
RAL,0.0,0.0,0.004199274045884658
RAP,0.0,0.0,0.03234533819436394
RAS,0.0,0.0,0.03676036373514912
RAV,0.0,0.0,0.0075694371067274
RAW,0.0,0.0,0.019542482658105518
RCA,0.0,0.0,0.0009058625747562896
RCC,0.0,0.0,3.6136957793231604e-17
RCD,0.0,0.0,0.016212231151595737
RCF,0.0,0.0,0.0015783173892618325
RCG,0.0,0.0,0.005301840602250624
RCI,0.0,0.0,0.012213313071985882
RCK,0.0,0.0,0.008825166468014884
RCL,0.0,0.0,9.586822468236303e-05
RCN,0.0,0.0,0.03226294618403848
RCR,0.0,0.0,0.007378316073271122
RCS,0.0,0.0,0.008086213900332647
RCT,0.0,0.0,0.0006524472280705166
RCW,0.0,0.0,0.04546131201345885
RDC,0.0,0.0,2.108467028073747e-06
RDI,0.0,0.0,0.006604393420939667
RDL,0.0,0.0,0.0028203150527480497
RDP,0.0,0.0,0.03896482887498926
REC,0.0,0.0,7.161545527299897e-05
REL,0.0,0.0,2.347381981879395e-05
REP,0.0,0.0,0.001552257354790256
REQ,0.0,0.0,0.020811792740025932
REV,0.0,0.0,0.03227521283946222
RFD,0.0,0.0,0.020817544529218163
RFG,0.0,0.0,0.03188330681262822
RFH,0.0,0.0,0.04546131025654111
RFK,0.0,0.0,0.04958960819569349
RGC,0.0,0.0,1.5287959461722505e-08
RGD,0.0,0.0,0.0005635609519472959
RGF,0.0,0.0,0.0017274642677729717
RGH,0.0,0.0,0.03448664660438048
RGT,0.0,0.0,0.010376281845174683
RHK,0.0,0.0,0.0015522560341618926
RID,0.0,0.0,0.04546131201345885
