,Median Label 0,Median Label 1,P-value
RIL,0.0,0.0,0.0005970613473692979
RIP,0.0,0.0,0.04110613826173257
RIR,0.0,0.0,0.023043929066981383
RIS,0.0,0.0,0.021527995075578534
RKC,0.0,0.0,3.841272781207586e-05
RKG,0.0,0.0,0.00022590869990519742
RKN,0.0,0.0,0.03380373461339531
RLA,0.0,0.0,9.203669787247965e-05
RLE,0.0,0.0,0.020069357755459094
RLK,0.0,0.0,0.01928211360311046
RLL,0.0,0.0,0.024162476750439952
RLP,0.0,0.0,0.02074548842852346
RMA,0.0,0.0,0.025305068469293014
RMC,0.0,0.0,0.0066174358527769685
RMR,0.0,0.0,0.025305068469293014
RMS,0.0,0.0,0.000901757219466753
RNA,0.0,0.0,8.857743514331915e-07
RNL,0.0,0.0,0.00742623330379085
RNY,0.0,0.0,0.01240826992440808
RPC,0.0,0.0,8.672330794713418e-07
RPH,0.0,0.0,0.0338573108387021
RPP,0.0,0.0,3.430322493287944e-05
RQC,0.0,0.0,0.01593057539068897
RQG,0.0,0.0,0.00010358556775875932
RQV,0.0,0.0,0.03451453245656329
RRE,0.0,0.0,0.03215086637261299
RRI,0.0,0.0,0.02171720844229707
RRT,0.0,0.0,0.04099657204316209
RSC,0.0,0.0,0.03257484702715727
RSD,0.0,0.0,0.029126611985604973
RSE,0.0,0.0,0.012480672947137887
RSS,0.0,0.0,0.0026489831233208823
RTD,0.0,0.0,0.011337990045225356
RTG,0.0,0.0,0.04495696391427122
RTI,0.0,0.0,0.03451453192146678
RVA,0.0,0.0,0.004464926845754896
RVF,0.0,0.0,0.02886880075432233
RVI,0.0,0.0,0.00015389434846585268
RVL,0.0,0.0,0.0024394514082449656
RVM,0.0,0.0,0.0009017571876935712
RVP,0.0,0.0,0.032415590015037736
RVT,0.0,0.0,0.020811792740025932
RVY,0.0,0.0,0.04517945701870292
RWC,0.0,0.0,2.6113565549672374e-06
RYC,0.0,0.0,0.002772838862603435
RYH,0.0,0.0,0.04546131201345885
SAA,0.0,0.0,0.002838460330509734
SAK,0.0,0.0,0.02176473621579898
SAN,0.0,0.0,0.012406807151922094
SAW,0.0,0.0,0.008119798253273232
SCA,0.0,0.0,0.004547674625143502
SCC,0.0,0.0,1.0237004905359325e-19
SCD,0.0,0.0,7.383516932931496e-07
SCE,0.0,0.0,0.00015357301974435012
SCG,0.0,0.0,0.008951858206946503
SCI,0.0,0.0,0.011492886684327477
SCK,0.0,0.0,0.007154638687445304
SCN,0.0,0.0,5.3272240915762946e-05
SCP,0.0,0.0,5.987793940472167e-05
SCQ,0.0,0.0,0.00748205036332273
SCR,0.0,0.0,1.2900470053285443e-05
SCS,0.0,0.0,2.20003546954601e-06
SCT,0.0,0.0,0.000562691366565887
SCV,0.0,0.0,0.007200719421284794
SDA,0.0,0.0,0.040481298094834486
SDC,0.0,0.0,1.3286973758707939e-05
SDG,0.0,0.0,3.249930587615037e-09
SDL,0.0,0.0,0.00404943135103247
SDP,0.0,0.0,0.039147382773209616
SDY,0.0,0.0,0.007421956511050072
SEC,0.0,0.0,1.1401761892914971e-09
SEI,0.0,0.0,0.006634726037967693
SEL,0.0,0.0,0.04030213006495646
SEV,0.0,0.0,0.04909221016228564
SFC,0.0,0.0,0.0006627240631487516
SFD,0.0,0.0,0.006591373306688765
SFP,0.0,0.0,0.028836714015766637
SFQ,0.0,0.0,0.034635590987827584
SFS,0.0,0.0,0.0006597474933531293
SFV,0.0,0.0,0.045286193571224244
SGC,0.0,0.0,8.631331144743726e-05
SGF,0.0,0.0,0.040430798969064645
SGR,0.0,0.0,0.03246232167108715
SGT,0.0,0.0,0.0029208542484118923
SGW,0.0,0.0,3.369830065141656e-06
SGY,0.0,0.0,0.00397168828404053
SHC,0.0,0.0,0.0009501105688405455
SHP,0.0,0.0,0.027504716985813738
SIC,0.0,0.0,0.0028111525029640896
SID,0.0,0.0,0.0001198116154772793
SII,0.0,0.0,0.04126728855858167
SIK,0.0,0.0,0.03395523916423039
SIS,0.0,0.0,9.486662856572137e-05
SIY,0.0,0.0,0.0015522575748950463
SKA,0.0,0.0,0.022604690813546418
SKC,0.0,0.0,0.00040101877948445837
SKP,0.0,0.0,0.0028073427480728354
SKQ,0.0,0.0,0.007256977889840197
SLA,0.0,0.0,0.002181541441670553
SLC,0.0,0.0,0.03658833036380013
SLK,0.0,0.0,1.1295661071394465e-05
SLP,0.0,0.0,0.027942974255657383
SLQ,0.0,0.0,0.019984747239205933
SLS,0.0,0.0,0.00022422115470349517
SLT,0.0,0.0,0.010302356716530998
SLV,0.0,0.0,0.012107904909750264
SLY,0.0,0.0,0.011482038687037927
SMC,0.0,0.0,0.0022576999852393326
SML,0.0,0.0,0.0328451421737978
SMQ,0.0,0.0,0.03386803421096591
SNG,0.0,0.0,0.005882871509205529
SNI,0.0,0.0,0.02005938934833153
SNP,0.0,0.0,0.0036390881330836847
SPC,0.0,0.0,0.003805953800367652
SQF,0.0,0.0,0.0347663682514288
SQL,0.0,0.0,0.004466046915944626
SRA,0.0,0.0,0.040778179090339324
SRC,0.0,0.0,0.00914521790944594
SSC,0.0,0.0,7.439336632714184e-05
SSE,0.0,0.0,0.04826371671084917
SSF,0.0,0.0,0.021395550757288617
SSL,0.0,0.0,0.0006546797569364768
SSM,0.0,0.0,0.025305068469293014
SSV,0.0,0.0,0.0007484768096456756
STC,0.0,0.0,0.001541131831375599
STK,0.0,0.0,0.003801737855729427
SVC,0.0,0.0,0.004932052256561681
SVF,0.0,0.0,0.0027939084256511414
SVK,0.0,0.0,3.4950123905081315e-06
SVL,0.0,0.0,0.026655089212442497
SVS,0.0,0.0,0.019198417179666954
SVT,0.0,0.0,0.03380314359248424
SWC,0.0,0.0,0.00748686328130095
SWF,0.0,0.0,0.025305068469293014
SWW,0.0,0.0,0.0004548866902549093
SYC,0.0,0.0,9.269349227664711e-06
SYF,0.0,0.0,0.03236874028809993
SYI,0.0,0.0,0.03456105132614205
SYK,0.0,0.0,0.0347102689987999
SYS,0.0,0.0,0.04745845984018734
TAF,0.0,0.0,0.00015142093831445712
TAL,0.0,0.0,0.014830258509469792
TAP,0.0,0.0,0.040479178982553675
TAR,0.0,0.0,0.049625160402299744
TAT,0.0,0.0,0.0230971375360141
TAV,0.0,0.0,0.004446481772218994
TCA,0.0,0.0,0.040923664169432696
TCC,0.0,0.0,2.495102756258835e-18
TCD,0.0,0.0,0.0003689441037438462
TCG,0.0,0.0,0.00346540513524908
TCI,0.0,0.0,0.004123622574632325
TCK,0.0,0.0,0.0016912114041181636
TCM,0.0,0.0,0.008119799140647099
TCN,0.0,0.0,0.005810137801218387
TCP,0.0,0.0,0.00023789161289441852
TCQ,0.0,0.0,0.010473409130479066
TCR,0.0,0.0,0.039170988328050695
TCS,0.0,0.0,0.00459509353137375
TCT,0.0,0.0,0.016297359331374217
TCV,0.0,0.0,0.012150961249546533
TCY,0.0,0.0,0.001558300254513472
TDL,0.0,0.0,0.04384616387889077
TEC,0.0,0.0,0.03448664713919025
TEL,0.0,0.0,0.000942918990163456
TES,0.0,0.0,0.01820570381310604
TET,0.0,0.0,0.03882604280124266
TEV,0.0,0.0,0.03465424814962048
TEW,0.0,0.0,0.025305068469293014
TFC,0.0,0.0,0.004504863687217697
TFD,0.0,0.0,0.006617436013609993
TFL,0.0,0.0,0.03379146685718251
TFV,0.0,0.0,0.012456008005655557
TFY,0.0,0.0,0.01252659552178931
TGC,0.0,0.0,0.0004940424262174579
THH,0.0,0.0,0.03371816156329529
THQ,0.0,0.0,0.025305068469293014
TIA,0.0,0.0,0.000231797898069775
TIE,0.0,0.0,0.004653546888564082
TIQ,0.0,0.0,0.019999657207011575
TKA,0.0,0.0,0.020014575533973022
TKD,0.0,0.0,0.03248100678168537
TKE,0.0,0.0,0.001319653102882212
TKG,0.0,0.0,0.023006864867584246
TKP,0.0,0.0,0.028791839996281137
TKV,0.0,0.0,0.01601740136880271
TLA,0.0,0.0,0.0011330296999809458
TLD,0.0,0.0,0.000629424498394719
TLR,0.0,0.0,0.0044483798921877635
TLV,0.0,0.0,3.732956453154313e-05
TLY,0.0,0.0,0.0384363683460836
TMC,0.0,0.0,0.01998971659941858
TNC,0.0,0.0,0.012098420840797533
TND,0.0,0.0,0.03378232269096974
TNI,0.0,0.0,0.000901757251239939
TPC,0.0,0.0,2.4002178356852703e-06
TPL,0.0,0.0,3.643836957391932e-05
TPP,0.0,0.0,0.0132938545372591
TQI,0.0,0.0,0.001327208845090397
TQL,0.0,0.0,0.012420847070285368
TRA,0.0,0.0,0.01251952022485595
TRC,0.0,0.0,0.0003391977397705695
TRD,0.0,0.0,0.016233228846822115
TRG,0.0,0.0,0.002985106039488701
TRV,0.0,0.0,0.032205216991759336
TSC,0.0,0.0,0.013495716752550195
TSD,0.0,0.0,0.038529584264349714
TTC,0.0,0.0,5.310527187285218e-07
TTF,0.0,0.0,0.02077730139642487
TTI,0.0,0.0,0.018306298745299765
TTL,0.0,0.0,0.003797527766140877
TTP,0.0,0.0,0.014267878743686537
TTQ,0.0,0.0,0.0046535462179484515
TVA,0.0,0.0,0.04369090355246114
TVF,0.0,0.0,0.0074648359650862466
TVK,0.0,0.0,0.03420052511776685
TVL,0.0,0.0,0.016145930362322324
TVP,0.0,0.0,0.01987571016306224
TVQ,0.0,0.0,0.011476618451950096
TVR,0.0,0.0,0.01829656814234164
TVS,0.0,0.0,0.009207168856215295
TVV,0.0,0.0,0.006910519584253369
TWC,0.0,0.0,0.014267878216512632
TWK,0.0,0.0,0.03371816156329529
TWT,0.0,0.0,0.025305068469293014
TYC,0.0,0.0,0.0004021251672158942
TYF,0.0,0.0,0.03378232124105324
TYL,0.0,0.0,0.007209747570723203
TYQ,0.0,0.0,0.014267878743686537
TYR,0.0,0.0,0.019511074387193385
TYW,0.0,0.0,0.04546131201345885
VAA,0.0,0.0,0.00044467051288386286
VAD,0.0,0.0,0.048897913437317635
VAE,0.0,0.0,2.480487612213438e-06
VAF,0.0,0.0,0.0026727103007575482
VAL,0.0,0.0,0.004414803761709522
VAQ,0.0,0.0,0.007150663407975002
VAT,0.0,0.0,0.0011521398858727924
VAV,0.0,0.0,0.012746718486172405
VAY,0.0,0.0,0.0007786665295168788
VCA,0.0,0.0,6.087669213882546e-05
VCC,0.0,0.0,1.854505971712755e-11
VCD,0.0,0.0,0.006023298684581323
VCE,0.0,0.0,0.027429593500388594
VCH,0.0,0.0,0.0007810357791906561
VCI,0.0,0.0,0.0002323352600755016
VCK,0.0,0.0,0.00218702479395207
VCL,0.0,0.0,0.04981279340482428
VCQ,0.0,0.0,0.0007763040351330748
VCR,0.0,0.0,0.000642998158635162
VCS,0.0,0.0,0.0008272219498034481
VCT,0.0,0.0,0.027664170899974878
VCV,0.0,0.0,0.00021901246158107602
VDC,0.0,0.0,0.028830298265534612
VDQ,0.0,0.0,0.025305068469293014
VDW,0.0,0.0,0.019548769697919778
VEC,0.0,0.0,0.03386803493714886
VEH,0.0,0.0,0.025305068469293014
VEK,0.0,0.0,0.0074155436001489515
VEL,0.0,0.0,0.0024761410262257857
VEM,0.0,0.0,0.025305067516582378
VET,0.0,0.0,0.03230636396740044
VEV,0.0,0.0,0.00024713300404125135
VFE,0.0,0.0,0.03457036088156703
VFL,0.0,0.0,0.034090275359734155
VFS,0.0,0.0,0.04931560202874367
VFT,0.0,0.0,0.0007763039529471352
VFV,0.0,0.0,0.018535704731226683
VGF,0.0,0.0,0.0013276558233323336
VGL,0.0,0.0,1.2725134341460998e-08
VGQ,0.0,0.0,0.019979780843799002
VGS,0.0,0.0,0.03215495484528694
VHK,0.0,0.0,0.04546131201345885
VIA,0.0,0.0,0.001155475012797789
VIC,0.0,0.0,1.2393608869443762e-06
VIF,0.0,0.0,0.002815730279955145
VII,0.0,0.0,0.00024976690004995634
VIK,0.0,0.0,0.03405672597953151
VIL,0.0,0.0,0.003360994950604157
VIR,0.0,0.0,0.0017329221944925735
VKC,0.0,0.0,0.0001542334241135885
VKF,0.0,0.0,0.019523632135083673
VKI,0.0,0.0,0.00033919778537378105
VKN,0.0,0.0,0.0406239273582367
VKQ,0.0,0.0,0.0022561929580863457
VKR,0.0,0.0,0.033128135317734626
VKT,0.0,0.0,0.018592370682695255
VKV,0.0,0.0,0.008027549231510223
VLA,0.0,0.0,8.346208082146983e-08
VLD,0.0,0.0,0.0279806353246655
VLE,0.0,0.0,0.021864407196829142
VLF,0.0,0.0,0.016036570316876334
VLG,0.0,0.0,0.0025982931322766235
VLI,0.0,0.0,0.003446598089316906
VLL,0.0,0.0,2.8220519723565694e-06
VLM,0.0,0.0,0.04546131201345885
VLV,0.0,0.0,8.660584926744759e-05
VMA,0.0,0.0,0.014267878743686537
VMF,0.0,0.0,0.025305068469293014
VMV,0.0,0.0,0.03205787555824877
VNE,0.0,0.0,0.049270054594126506
VNF,0.0,0.0,0.0013214276708350503
VNI,0.0,0.0,0.000158929310129224
VNL,0.0,0.0,0.03457967150756343
VPC,0.0,0.0,1.4653187724166322e-05
VPL,0.0,0.0,3.3680026896876257e-06
VPQ,0.0,0.0,0.019599128325604884
VPY,0.0,0.0,0.007441224546296321
VQA,0.0,0.0,0.032407779779451834
VQH,0.0,0.0,0.03386803493714886
VQR,0.0,0.0,0.029003907349198135
VQT,0.0,0.0,0.0015522576849473257
VRA,0.0,0.0,1.1251125232597685e-05
VRG,0.0,0.0,0.04807084429910858
VRK,0.0,0.0,0.04917907054687451
VRL,0.0,0.0,0.0075359172955163445
VRN,0.0,0.0,0.0074885142742422365
VRS,0.0,0.0,0.010378585055590566
VRV,0.0,0.0,0.012370360030208555
VSC,0.0,0.0,0.00913554306162723
VSE,0.0,0.0,0.016111079092542974
VSL,0.0,0.0,2.6476043375783475e-07
VST,0.0,0.0,0.011460371086372717
VSV,0.0,0.0,0.021631022488980335
VTA,0.0,0.0,0.04717570494758903
VTL,0.0,0.0,8.838676159015772e-06
VTS,0.0,0.0,0.021721524547258557
VTV,0.0,0.0,0.007558365058411902
VVA,0.0,0.0,3.592907822409065e-06
VVF,0.0,0.0,0.0013240936000405723
VVI,0.0,0.0,1.2743175250037323e-05
VVL,0.0,0.0,0.00017718635434284808
VVR,0.0,0.0,0.0001517522188622829
VVV,0.0,0.0,9.394910725804143e-05
VVW,0.0,0.0,0.002802006972737349
VWA,0.0,0.0,0.011323230534566603
VWC,0.0,0.0,0.008119799436438865
VWG,0.0,0.0,0.0028226041917336422
VYE,0.0,0.0,0.0324234063018148
VYI,0.0,0.0,0.0010694354923479342
VYS,0.0,0.0,0.006630198123558435
VYT,0.0,0.0,0.0010407945058295933
VYV,0.0,0.0,0.011367558712615296
WAA,0.0,0.0,0.0007736865938348334
WAV,0.0,0.0,0.011315857977701772
WCA,0.0,0.0,0.01953619782619553
WCC,0.0,0.0,2.182436593618938e-08
WCD,0.0,0.0,6.18803381997587e-08
WCF,0.0,0.0,0.011367558445219268
WCG,0.0,0.0,0.0003803245695235259
WCI,0.0,0.0,0.011352765030998356
WCK,0.0,0.0,1.145386433357141e-05
WCL,0.0,0.0,0.03471026846169628
WCP,0.0,0.0,0.0046535452120247235
WCS,0.0,0.0,0.0015522574648425193
WCT,0.0,0.0,0.01953619694306764
WCV,0.0,0.0,0.000777090134859458
WDD,0.0,0.0,0.03386803566333181
WDG,0.0,0.0,4.352182684851317e-05
WDS,0.0,0.0,0.03380373388812974
WEC,0.0,0.0,0.019586529052654178
WEG,0.0,0.0,0.0028187853284991904
WEW,0.0,0.0,0.02530506465843726
WGD,0.0,0.0,0.04546131201345885
WGE,0.0,0.0,0.025305067516582378
WGP,0.0,0.0,0.025305068469293014
WKC,0.0,0.0,0.012182347060703777
WLG,0.0,0.0,0.007545762356452468
WMD,0.0,0.0,0.04546131025654111
WNC,0.0,0.0,0.002681719849817455
WNG,0.0,0.0,0.002681719658298472
WNN,0.0,0.0,0.004653546888564082
WNP,0.0,0.0,0.04546131201345885
WPA,0.0,0.0,0.04546131201345885
WPC,0.0,0.0,4.416013408800287e-06
WQV,0.0,0.0,0.014267873471930682
WRC,0.0,0.0,0.008119799140647099
WRW,0.0,0.0,0.004653546720909981
WSG,0.0,0.0,0.019959920917672524
WSL,0.0,0.0,0.008119799436438865
WSS,0.0,0.0,0.0347102689987999
WSV,0.0,0.0,0.033846588917971064
WTC,0.0,0.0,0.003872477956862689
WVE,0.0,0.0,0.04546131201345885
WWE,0.0,0.0,0.002679061307408514
WWS,0.0,0.0,0.04546131201345885
WWT,0.0,0.0,0.025305066563867332
WYA,0.0,0.0,0.025305067516582378
YAA,0.0,0.0,0.01836098765805494
YAD,0.0,0.0,0.0038596639470145065
YAG,0.0,0.0,0.000901757251239939
YAK,0.0,0.0,0.002251677059791903
YAL,0.0,0.0,0.004443878618027789
YAQ,0.0,0.0,0.03380373461339531
YCA,0.0,0.0,0.0001509196088204508
YCC,0.0,0.0,1.4605248711231833e-09
YCD,0.0,0.0,0.0009515548496497608
YCE,0.0,0.0,4.084634967892828e-06
YCG,0.0,0.0,0.04469246438068704
YCI,0.0,0.0,0.007563511953063017
YCL,0.0,0.0,0.014267878743686537
YCN,0.0,0.0,0.01876173792160401
YCQ,0.0,0.0,0.0044647397169572
YCR,0.0,0.0,0.0017300794942471261
YCS,0.0,0.0,0.003780726491209717
YCT,0.0,0.0,9.091706976930291e-05
YCV,0.0,0.0,0.0028264984467602423
YCW,0.0,0.0,0.03380373461339531
YCY,0.0,0.0,0.03459830347389125
YDC,0.0,0.0,0.0002022659811874826
YDE,0.0,0.0,0.012406807151922094
YDI,0.0,0.0,0.008119799140647099
YEQ,0.0,0.0,0.0015522576299213167
YFC,0.0,0.0,0.002681719754057744
YFF,0.0,0.0,0.002256192900459996
YFG,0.0,0.0,0.01991529632093798
YFQ,0.0,0.0,0.014267878743686537
YFS,0.0,0.0,0.004450388489548554
YGC,0.0,0.0,2.3121451988990443e-05
YGI,0.0,0.0,0.019523632576444957
YGY,0.0,0.0,0.025281293338624125
YHC,0.0,0.0,0.012410315593403087
YHF,0.0,0.0,0.04546131201345885
YII,0.0,0.0,0.0026817199455771777
YIL,0.0,0.0,0.025228538586060834
YIM,0.0,0.0,0.04546131201345885
YIN,0.0,0.0,0.0074605379886456364
YIQ,0.0,0.0,0.0002706449391616706
YIS,0.0,0.0,0.03448664713919025
YIY,0.0,0.0,0.014267878743686537
YKC,0.0,0.0,0.04522794591649068
YKR,0.0,0.0,0.045519818238531864
YKV,0.0,0.0,0.01992520972790417
YKW,0.0,0.0,0.04546131201345885
YLA,0.0,0.0,0.0001797107560659113
YLL,0.0,0.0,0.02140407339787455
YLN,0.0,0.0,0.04533478340614711
YLQ,0.0,0.0,0.045480809160233275
YLS,0.0,0.0,0.00027000069310460057
YLT,0.0,0.0,0.008119799140647099
YNC,0.0,0.0,0.00023019255272260574
YNF,0.0,0.0,0.025305068469293014
YPC,0.0,0.0,0.0022576999852393326
YPI,0.0,0.0,0.04551981647636677
YPP,0.0,0.0,0.027480333514895497
YPR,0.0,0.0,0.019511073946034622
YQC,0.0,0.0,0.03372884796271851
YQP,0.0,0.0,0.03386803566333181
YQY,0.0,0.0,0.011367558980011346
YRC,0.0,0.0,0.007465372187448037
YSC,0.0,0.0,0.004472628414865685
YSE,0.0,0.0,0.020915570223272634
YSL,0.0,0.0,0.0038519930430798537
YSM,0.0,0.0,0.014267878216512632
YTA,0.0,0.0,0.025118059327959127
YTC,0.0,0.0,0.004476513438472894
YTV,0.0,0.0,0.002257699927581768
YVC,0.0,0.0,0.0017040481675545097
YVG,0.0,0.0,0.002258454017642033
YVI,0.0,0.0,0.0004582939280686746
YVL,0.0,0.0,0.007466986063581533
YVS,0.0,0.0,0.01949852281424419
YWD,0.0,0.0,0.04546131201345885
YWF,0.0,0.0,0.004653546553255871
YYC,0.0,0.0,0.00010541150167494055
Norm_isoelectric_point,0.4167085895502417,0.4178539015602814,0.0333252222830569
Norm_net_charge,0.2705391431128797,0.2785025842003324,0.027175275976769827
Norm_hidro/total,0.6044089147286822,0.59375,4.036899107928113e-05
norm_hydrophobic_hydrophobic_CKSAAGP,0.1333333333333333,0.125,1.1813064708640226e-05
norm_hydrophobic_polar_non_charged_CKSAAGP,0.0689655172413793,0.0714285714285714,0.04324561271084714
norm_hydrophobic_positively_charged_CKSAAGP,0.05,0.0571428571428571,1.2207812761256422e-06
norm_polar_non_charged_polar_non_charged_CKSAAGP,0.0,0.0,4.613540669310344e-16
norm_polar_non_charged_positively_charged_CKSAAGP,0.0,0.0,0.0011985181384963019
norm_polar_non_charged_negatively_charged_CKSAAGP,0.0,0.0,2.3768001960707348e-08
norm_positively_charged_hydrophobic_CKSAAGP,0.041241496598639404,0.0555555555555555,1.802594686385836e-13
norm_positively_charged_polar_non_charged_CKSAAGP,0.0,0.0,0.0006987571402996386
norm_positively_charged_negatively_charged_CKSAAGP,0.0,0.0,0.001767206184533605
norm_negatively_charged_hydrophobic_CKSAAGP,0.0285714285714285,0.0303030303030303,0.043796226534731766
norm_negatively_charged_polar_non_charged_CKSAAGP,0.0,0.0,6.057634277805517e-09
norm_negatively_charged_positively_charged_CKSAAGP,0.0,0.0,1.653599756268745e-06
